"BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PI","PL","PM","PP","RF","RM","RO","SF","SH","SO"
0,22,4,9,3,2,3,0,5,1,0,0,0,1,0,0,6,0,0,0,0
0,18,4,16,2,1,1,0,2,1,0,0,0,2,2,0,2,0,0,0,0
0,16,4,18,4,3,1,0,2,1,0,0,0,0,1,0,1,0,0,1,0
0,21,3,20,5,3,2,0,1,2,0,0,0,0,2,0,0,0,0,1,0
0,26,4,21,4,2,3,0,1,3,0,0,0,0,3,0,1,0,0,0,0
0,34,5,15,3,3,1,0,3,7,0,0,0,1,5,0,1,0,0,0,0
0,27,5,11,2,6,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0
0,30,5,14,4,8,4,0,2,12,0,0,0,0,0,0,2,0,0,0,0
0,26,6,15,3,4,1,0,1,6,0,0,0,1,0,0,7,0,0,0,0
0,25,9,8,0,2,1,0,2,2,0,0,0,1,0,0,5,0,0,0,0
0,29,6,13,0,2,2,0,2,9,0,0,0,0,0,0,7,0,0,0,0
0,20,5,20,3,2,0,0,4,10,0,0,0,2,0,0,3,0,0,0,0
0,18,3,14,1,0,3,0,2,3,0,0,0,1,2,0,2,0,0,0,0
0,14,8,16,3,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,16,5,5,4,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0
0,17,5,10,6,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0
0,20,11,18,9,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0
0,23,7,14,4,1,8,0,0,2,0,0,0,0,0,0,1,0,0,0,0
0,21,9,17,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,17,5,13,4,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,17,5,9,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,14,6,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,8,2,10,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0
0,13,4,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,6,1,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,14,4,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,4,0,4,2,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,23,4,3,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,29,8,3,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,18,6,1,0,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0
0,21,10,1,0,2,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0
0,23,5,1,0,7,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0
0,16,10,1,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,19,7,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,23,7,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,24,7,4,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,23,7,2,5,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,28,8,4,2,3,5,0,1,0,0,0,0,0,4,0,1,0,0,0,0
0,27,11,6,5,6,9,0,3,0,0,0,0,0,2,0,0,0,0,0,0
0,33,8,8,3,3,5,0,5,0,0,0,0,0,0,0,1,0,0,0,0
0,31,7,6,2,3,4,0,2,0,0,0,0,0,0,0,3,0,0,0,0
0,24,9,9,4,4,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0
0,24,5,8,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,20,3,8,6,1,2,0,4,0,0,0,0,1,1,0,1,0,0,0,0
0,20,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,7,5,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,19,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,3,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,4,5,3,3,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0
0,21,8,5,0,6,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0
0,19,5,4,2,4,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0
0,21,4,6,6,4,1,0,4,0,0,0,0,0,0,0,6,0,0,0,0
0,21,8,6,1,8,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0
0,19,6,7,4,4,2,0,3,0,0,0,0,3,2,0,2,0,0,0,0
0,17,7,8,6,3,0,0,5,0,0,0,0,2,2,0,0,0,0,0,0
0,18,7,7,5,6,1,0,3,0,0,0,0,3,1,0,1,0,0,0,0
0,26,8,9,3,3,0,0,3,0,0,0,0,1,1,0,2,0,0,0,0
0,25,9,5,6,3,0,0,6,0,0,0,0,1,1,0,2,0,0,1,0
0,18,8,4,6,5,3,0,3,0,0,0,0,1,1,0,2,0,0,0,0
0,17,7,5,8,2,7,0,1,0,0,0,0,2,4,0,1,0,0,0,0
0,18,6,4,5,3,2,0,8,1,0,0,0,1,1,0,3,0,0,2,0
0,25,7,3,5,5,2,0,13,1,0,0,0,1,0,0,9,0,0,0,0
0,22,10,3,3,2,1,0,8,0,0,0,0,1,0,0,7,0,0,1,0
0,28,11,3,3,3,3,0,4,0,0,0,0,0,0,0,4,0,0,1,0
0,33,13,3,3,3,1,0,2,0,0,0,0,0,1,0,6,0,0,0,0
0,17,10,6,4,5,4,0,2,1,0,0,0,0,1,0,1,0,0,1,0
0,19,11,4,3,0,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0
0,21,9,4,5,4,1,0,5,0,0,0,0,0,1,0,0,0,0,1,0
0,18,8,4,5,0,4,0,1,0,0,0,0,0,1,0,1,0,0,1,0
0,19,10,4,4,2,3,0,6,0,0,0,0,0,2,0,1,0,0,0,0
0,15,4,2,3,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0
0,24,5,3,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,21,4,4,1,4,6,0,7,0,1,0,0,0,0,0,2,0,0,2,0
0,22,6,4,2,3,2,0,5,0,0,0,0,0,0,2,10,0,0,1,0
0,22,3,3,2,5,4,0,7,0,0,0,0,0,0,1,9,0,0,3,0
0,22,8,3,1,7,3,0,8,0,0,0,0,0,0,1,16,0,0,2,0
0,16,4,5,4,5,0,0,5,0,0,0,0,2,0,0,14,0,0,3,0
0,18,4,4,3,3,1,0,3,0,0,0,0,0,1,1,8,0,0,2,0
0,22,5,3,4,2,1,0,1,0,0,0,0,0,0,0,3,0,0,2,0
0,21,4,3,3,0,0,0,3,0,0,0,0,0,0,1,5,0,0,1,0
0,17,4,3,4,1,2,0,1,0,0,0,0,0,1,2,2,0,0,2,0
0,24,6,2,2,0,5,0,2,0,0,0,0,0,1,1,2,0,0,0,0
0,16,8,1,1,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0
0,22,7,2,2,1,4,0,5,1,0,0,0,0,1,0,1,0,0,2,0
0,20,10,2,2,5,7,0,5,1,1,0,0,0,2,1,4,0,1,1,0
0,25,13,2,1,0,3,0,5,0,1,0,0,0,0,1,12,0,2,0,0
0,21,12,2,1,0,4,0,2,0,0,0,0,0,0,0,3,0,3,0,0
0,25,10,1,1,0,2,0,1,0,1,0,0,0,0,0,3,0,1,0,0
0,27,13,1,3,1,2,0,1,0,1,0,0,0,0,0,5,0,3,0,0
0,30,14,2,1,1,3,0,2,0,1,0,0,0,0,0,6,0,2,1,0
0,27,13,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0
0,27,10,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,24,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,7,1,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,25,10,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,7,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,34,6,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,7,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,8,1,2,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,31,10,1,1,6,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0
0,31,7,1,1,4,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0
0,35,8,1,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,24,7,1,4,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
0,21,5,1,3,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0
0,24,6,1,0,3,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0
0,22,4,1,3,0,2,0,0,1,0,0,0,0,5,0,1,0,0,0,0
0,24,2,1,1,0,6,0,0,1,0,0,0,0,4,0,1,0,0,0,0
0,21,3,1,1,0,6,0,1,1,0,0,0,0,2,0,0,0,0,0,0
1,23,5,1,0,0,6,0,3,3,0,0,0,0,3,0,2,0,0,0,0
0,25,5,1,1,1,10,0,1,2,0,0,0,0,0,0,10,0,0,0,1
0,25,9,0,0,1,7,0,3,1,0,0,0,0,0,0,6,0,0,0,0
0,20,6,1,0,1,5,0,2,0,0,0,0,0,0,0,5,0,0,0,0
0,21,6,1,0,2,5,0,6,0,0,0,0,0,0,0,6,0,0,0,1
0,22,5,1,0,1,2,0,6,0,0,0,0,0,0,0,5,0,0,0,0
0,27,5,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
0,22,4,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1
0,24,2,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,19,7,2,1,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0
0,13,6,1,1,1,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0
0,14,7,2,1,2,2,0,0,1,0,0,0,0,10,0,0,0,0,0,1
0,19,4,2,2,2,0,0,1,3,0,0,0,0,11,0,1,0,0,0,1
0,24,4,1,2,5,2,0,0,4,0,0,0,0,1,0,2,0,0,0,0
0,14,0,2,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
0,13,1,2,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
0,13,1,1,0,1,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0
0,33,1,2,0,1,2,0,1,3,0,0,0,0,3,0,1,0,0,0,0
0,12,1,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0
0,15,3,3,0,1,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0
0,15,2,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,15,1,1,1,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0
0,16,1,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,1
0,10,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,18,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,18,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,16,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,24,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,2,2,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0
0,19,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
0,13,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,23,3,1,1,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
0,20,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,24,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
0,20,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,27,1,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,26,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
0,29,2,0,0,0,1,0,0,3,0,1,0,0,18,0,0,0,0,0,0
0,25,0,0,0,4,2,0,0,3,0,0,0,0,24,0,0,0,0,0,0
0,26,2,0,1,1,3,0,0,11,0,0,0,0,26,0,0,0,0,0,0
0,33,0,0,2,0,3,0,0,12,0,0,0,0,18,0,1,0,0,0,0
0,35,3,0,2,1,2,0,0,9,0,0,0,0,2,0,1,0,0,0,0
0,33,0,0,1,0,6,0,0,6,0,0,0,1,1,0,2,0,0,0,0
0,40,8,0,0,1,0,1,2,5,0,0,0,0,0,0,1,0,0,0,0
0,42,8,0,0,0,0,0,4,9,0,0,0,2,2,0,2,0,0,0,0
0,25,5,0,0,1,2,0,5,4,0,0,0,3,8,0,4,0,0,0,0
0,38,12,0,0,1,1,0,3,15,0,0,0,2,13,0,9,0,0,0,0
0,31,3,0,1,0,0,0,2,7,0,0,0,0,5,0,0,0,0,0,0
0,25,9,0,0,1,1,1,1,9,0,0,0,3,10,0,0,0,0,0,0
0,17,6,0,0,0,3,1,0,9,0,0,0,0,8,0,0,0,0,0,0
0,18,3,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0
0,33,5,0,1,0,10,5,0,10,0,0,0,0,11,0,0,0,0,0,0
0,32,4,0,2,0,9,4,0,9,0,0,0,0,3,0,0,0,0,0,0
0,34,5,0,3,0,6,2,2,9,0,0,0,1,0,0,1,0,0,0,0
0,38,7,0,0,0,6,4,0,3,0,0,0,2,0,0,2,0,0,0,0
0,63,11,0,0,0,9,6,1,6,0,0,1,4,0,0,7,0,0,0,0
0,72,13,0,1,0,11,4,2,12,0,0,0,3,6,0,9,0,0,0,0
0,47,9,0,0,2,11,2,1,7,0,0,0,6,25,0,10,0,0,0,0
0,37,14,0,6,0,17,4,1,4,0,0,0,7,15,0,1,0,0,0,2
0,46,11,0,4,0,15,7,1,6,0,0,0,7,18,0,0,0,0,0,0
0,41,16,1,1,0,10,9,0,7,0,0,0,7,24,0,0,0,0,0,0
0,36,11,1,5,0,10,6,0,6,0,0,0,1,17,0,1,0,0,2,0
0,30,10,1,5,0,16,8,0,3,0,0,0,5,3,0,1,0,0,0,0
0,38,6,1,5,0,10,7,0,1,0,0,0,5,0,0,0,0,0,0,0
0,42,8,1,2,0,13,6,1,0,0,0,0,0,0,0,2,0,0,0,0
0,34,6,1,2,0,13,3,1,0,0,0,0,0,0,0,1,0,0,0,0
0,51,8,1,1,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,13,1,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62,0,0,2,0,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0
0,32,2,0,2,0,6,3,0,0,0,0,0,0,7,0,0,0,0,0,0
0,53,6,0,6,0,4,1,1,1,0,0,0,2,10,0,0,0,0,0,0
0,28,5,1,4,0,6,1,1,0,0,0,0,0,13,0,0,0,0,0,0
0,27,3,1,0,0,6,10,0,0,0,0,0,0,16,0,0,0,0,0,0
0,24,4,0,2,0,5,10,0,1,0,0,0,1,16,0,0,0,0,0,0
0,27,8,1,3,0,7,9,0,0,0,0,0,0,18,0,0,0,0,0,0
0,31,7,1,1,0,10,9,0,0,0,0,0,2,2,0,0,0,0,0,0
0,40,10,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,4,1,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,8,1,2,0,11,4,1,0,0,0,0,0,0,0,1,0,0,0,0
0,37,7,1,1,0,6,6,0,0,0,0,0,3,0,0,1,0,0,0,0
0,35,8,1,2,0,5,6,0,0,0,0,0,2,0,0,1,0,0,0,0
0,39,12,2,2,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0
0,27,10,1,2,0,5,8,0,0,0,0,0,2,5,0,0,0,0,0,0
0,22,8,1,1,0,3,5,0,0,0,0,0,0,6,0,0,0,0,0,0
0,2,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
0,12,4,0,1,0,2,3,0,0,0,0,0,0,15,0,0,0,0,0,0
0,14,2,0,1,0,6,7,0,0,0,0,0,0,23,0,0,0,0,1,0
0,6,3,0,2,0,2,10,0,0,0,0,0,0,17,0,1,0,0,0,0
0,12,9,0,3,0,2,15,0,0,0,0,0,0,13,0,0,0,0,1,0
0,12,8,0,3,0,2,28,0,0,0,0,0,0,16,0,0,0,0,0,0
0,17,5,0,1,0,6,21,0,0,0,0,0,0,22,0,1,0,0,0,0
0,16,11,0,1,0,6,19,0,0,0,0,0,0,13,0,0,0,0,1,0
0,15,10,0,2,0,2,20,0,0,0,0,0,0,25,0,0,0,0,2,0
0,14,5,0,0,0,6,28,0,0,0,0,0,0,32,0,0,0,0,0,0
0,14,3,0,2,0,0,29,0,0,0,0,0,0,18,0,0,0,0,2,0
0,19,3,0,1,0,10,25,0,0,0,0,0,0,27,0,0,0,0,0,0
0,23,4,0,1,0,11,18,0,0,0,0,0,0,6,0,0,0,0,0,0
0,20,4,0,3,0,13,10,1,0,0,0,0,0,1,0,1,0,0,0,0
0,15,3,0,2,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,1,0,2,0,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0
0,14,0,0,0,0,4,9,0,0,0,0,0,0,2,0,1,0,0,0,0
0,20,0,0,2,0,6,6,0,1,0,0,0,1,12,0,0,0,0,0,0
0,20,5,0,1,0,4,2,0,2,0,0,0,1,8,0,0,0,0,0,0
0,26,4,0,4,0,2,9,1,1,0,0,0,0,9,0,0,0,0,1,0
0,30,4,0,6,0,0,12,0,0,0,0,0,0,22,0,0,0,0,2,0
0,18,10,0,0,0,6,22,0,4,0,0,0,0,36,0,0,0,0,0,0
0,25,4,0,1,0,14,23,1,2,0,0,0,0,33,0,0,0,0,0,0
0,29,5,0,0,0,8,20,1,1,0,0,0,0,24,0,0,0,0,0,0
0,28,10,0,2,0,18,23,1,5,0,0,0,0,12,0,0,0,0,1,0
0,25,15,0,5,0,12,22,3,0,0,0,0,0,2,0,0,0,0,1,0
0,18,10,0,6,0,14,14,4,0,0,0,0,0,4,0,0,0,0,0,0
0,18,12,0,2,0,14,12,6,0,0,0,0,0,0,0,0,0,0,0,0
0,23,12,0,3,0,2,16,2,0,0,0,0,0,3,0,1,0,0,1,0
0,30,17,0,2,0,5,14,0,2,0,0,0,0,9,0,0,0,0,0,0
0,25,21,0,3,0,6,13,0,2,0,1,0,0,23,0,0,0,0,1,0
0,25,20,0,2,0,2,22,6,1,0,0,0,0,21,0,0,0,0,0,0
0,16,18,0,2,0,3,26,3,0,0,0,0,0,24,0,0,0,0,0,0
0,14,15,0,1,0,2,25,2,1,0,2,0,0,36,0,0,0,0,0,0
0,10,5,0,2,0,1,6,0,0,0,1,0,0,9,0,0,0,0,0,0
0,17,7,0,3,1,4,24,0,1,0,0,0,0,23,0,0,0,0,0,0
0,16,12,0,2,1,9,28,0,1,0,0,0,0,12,0,0,0,1,1,0
0,17,13,0,2,1,6,31,3,1,0,0,0,0,7,0,0,0,1,0,0
0,17,8,0,2,1,2,27,0,0,0,0,0,0,4,0,0,1,2,0,0
0,26,21,0,2,0,6,31,6,2,0,0,0,0,7,0,2,0,0,0,0
0,27,26,0,1,1,8,34,7,4,0,1,0,0,8,0,0,0,4,0,0
0,23,23,0,3,1,10,29,6,0,0,2,0,0,27,0,1,0,5,0,0
0,23,17,0,3,5,18,27,2,2,0,2,0,0,34,0,1,0,3,1,0
0,23,16,0,2,4,17,35,0,6,0,2,0,0,35,0,1,0,2,1,0
0,21,15,0,1,1,15,32,0,2,0,2,0,0,40,0,0,0,1,1,0
0,18,9,0,4,0,11,31,2,2,0,2,0,0,38,0,0,0,1,1,0
0,18,8,1,1,1,10,26,2,1,0,0,0,0,29,0,0,0,0,0,0
0,16,11,0,0,2,15,23,2,1,0,0,0,0,7,0,0,0,0,0,0
0,16,7,0,1,1,14,18,5,0,0,0,0,0,5,0,1,0,0,0,0
0,13,9,0,2,0,6,13,3,0,0,1,0,0,1,0,0,0,0,0,0
0,21,7,0,1,0,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0
0,18,8,0,1,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,10,0,2,0,4,8,3,0,0,0,0,0,1,0,0,0,0,0,0
0,13,3,0,0,0,3,10,0,0,0,0,0,0,3,0,0,0,0,0,0
0,15,5,0,1,0,5,2,0,0,0,0,0,0,11,0,0,0,0,0,0
0,19,15,0,1,0,3,7,0,0,0,1,0,0,15,0,0,0,0,0,0
0,13,12,0,2,0,8,13,0,0,0,1,0,0,22,0,0,0,0,0,0
0,14,8,0,0,1,3,19,0,0,0,1,0,0,24,0,0,0,0,0,0
0,10,6,0,0,0,4,13,0,0,0,1,0,0,24,0,0,0,0,0,0
0,5,3,0,0,0,1,14,0,0,0,0,0,0,34,0,0,0,0,0,0
0,10,7,0,1,0,5,21,2,0,0,0,0,0,25,0,0,0,0,0,0
0,4,4,0,0,0,6,36,4,0,0,0,0,0,12,0,0,0,0,0,0
0,16,8,0,1,0,4,17,1,0,0,1,0,0,4,0,0,0,0,0,0
0,8,14,0,2,0,3,16,2,0,0,0,0,1,3,0,0,0,0,0,0
0,15,15,0,0,0,1,9,0,0,0,0,0,0,13,0,0,0,0,0,0
0,11,9,0,0,0,1,7,0,0,0,0,0,0,25,0,0,0,0,0,0
0,12,14,0,0,0,5,8,0,0,0,0,0,0,21,0,0,0,0,0,0
0,13,15,0,0,0,3,10,0,0,0,0,0,0,31,0,0,0,0,0,0
0,10,9,0,0,0,4,15,1,0,0,9,0,0,39,0,0,0,0,0,0
0,12,10,0,0,0,3,22,0,0,0,8,0,0,59,0,0,0,0,0,0
0,12,12,0,0,0,6,33,0,0,0,4,0,0,55,0,0,0,0,0,0
0,9,10,0,0,2,6,34,2,1,0,3,0,0,45,0,0,0,0,0,0
0,14,12,0,1,2,16,31,2,4,0,0,0,0,20,0,0,0,0,0,0
0,12,11,0,1,1,9,18,2,0,0,1,0,0,2,0,3,0,0,0,0
