"index","date","year_continuous","sin_year","cos_year"
1,1977-07-16,1977.53698630137,-0.230305670230474,-0.973118337233295
2,1977-08-19,1977.6301369863,-0.729557554085625,-0.683919421625531
3,1977-09-11,1977.69315068493,-0.936881346295268,-0.349647455251666
4,1977-10-16,1977.78904109589,-0.970063921851654,0.242849722095351
5,1977-11-12,1977.86301369863,-0.758305808479431,0.651898995877703
6,1977-12-10,1977.9397260274,-0.369724542891674,0.929141411402776
7,1978-01-08,1978.01917808219,0.120208044897708,0.992748722457939
8,1978-02-18,1978.13150684931,0.735417022963072,0.677614789047681
9,1978-03-11,1978.18904109589,0.927541683578934,0.373719714791121
10,1978-04-08,1978.26575342466,0.995105311100742,-0.098820138732426
11,1978-05-17,1978.37260273973,0.717676913676162,-0.696376225596666
12,1978-06-08,1978.43287671233,0.409355958816056,-0.912374757970532
13,1978-07-07,1978.51232876712,-0.0773864792324091,-0.997001169925097
14,1978-08-04,1978.58904109589,-0.530730048161253,-0.847540922893257
15,1978-09-03,1978.67123287671,-0.880012203973346,-0.474951072067401
16,1978-10-06,1978.76164383562,-0.997324973108205,0.0730951298973962
17,1978-11-04,1978.84109589041,-0.840618405634177,0.541627820656448
18,1978-12-02,1978.91780821918,-0.493775550160854,0.869589389346113
19,1979-01-28,1979.07397260274,0.448229341740844,0.89391859651904
20,1979-02-24,1979.14794520548,0.801361088173443,0.598180914407569
21,1979-03-31,1979.24383561644,0.999250011239669,0.0387222808925538
22,1979-04-28,1979.32054794521,0.903355802324738,-0.428891937912371
23,1979-05-29,1979.40547945205,0.559589262410638,-0.828770087174192
24,1979-07-03,1979.50136986301,-0.0086069968879955,-0.999962959116272
25,1979-07-24,1979.55890410959,-0.361713730729724,-0.93228921317453
26,1979-08-21,1979.63561643836,-0.752666827532145,-0.658401584697892
27,1979-09-22,1979.72328767123,-0.985948149963653,-0.167051625503164
28,1979-10-24,1979.81095890411,-0.927541683579387,0.373719714789997
29,1979-11-17,1979.87671232877,-0.69945832705204,0.714673386042576
30,1980-01-15,1980.03825136612,0.238033277061091,0.971256999465928
31,1980-02-24,1980.14754098361,0.799839244739775,0.600214280548294
32,1980-03-21,1980.21857923497,0.980575394062993,0.196142541428947
33,1980-04-17,1980.29234972678,0.964806135953961,-0.262962202655795
34,1980-05-17,1980.37431693989,0.710135015713758,-0.704065522133573
35,1980-06-22,1980.47267759563,0.17082974322464,-0.985300562686231
36,1980-07-21,1980.55191256831,-0.320423273392544,-0.947274472298503
